,area_type,availability,location,size,total_sqft,bath,balcony,price
393,Super built-up  Area,1,Electronics City Phase 1,2,1113.27,2.0,2.0,53.0
394,Built-up  Area,1,others,2,1460.0,2.0,1.0,58.0
395,Built-up  Area,1,Doddathoguru,2,1050.0,2.0,1.0,32.0
396,Built-up  Area,1,Dodda Nekkundi,2,1260.0,2.0,2.0,55.0
398,Built-up  Area,1,Hosur Road,2,1656.0,2.0,1.0,120.0
399,Super built-up  Area,1,Chandapura,3,1208.0,3.0,1.0,45.0
400,Super built-up  Area,1,Whitefield,3,1910.0,3.0,2.0,161.0
401,Super built-up  Area,1,Whitefield,4,3252.0,4.0,1.0,230.0
402,Plot  Area,1,others,2,1200.0,2.0,1.0,65.0
403,Super built-up  Area,1,others,4,1200.0,4.0,1.0,175.0
404,Super built-up  Area,1,7th Phase JP Nagar,2,1175.0,2.0,1.0,82.0
405,Plot  Area,1,others,2,1000.0,2.0,0.0,165.0
406,Plot  Area,1,Bannerghatta Road,4,1200.0,2.0,0.0,125.0
407,Super built-up  Area,1,Rajaji Nagar,3,2390.0,3.0,2.0,410.0
408,Super built-up  Area,0,Rajaji Nagar,7,12000.0,6.0,3.0,2200.0
409,Plot  Area,1,others,2,550.0,1.0,1.0,62.0
412,Super built-up  Area,1,Kengeri,2,750.0,2.0,1.0,38.0
413,Plot  Area,1,others,6,1200.0,7.0,3.0,250.0
414,Super built-up  Area,1,Kanakpura Road,3,1550.0,3.0,3.0,64.5
415,Built-up  Area,1,others,3,1760.0,3.0,2.0,88.0
416,Super built-up  Area,1,others,2,1125.0,2.0,2.0,62.0
417,Plot  Area,1,Nagarbhavi,3,1350.0,3.0,2.0,150.0
418,Plot  Area,0,Anandapura,2,1000.0,2.0,1.0,55.0
419,Built-up  Area,0,Bommasandra Industrial Area,2,1090.0,2.0,2.0,31.48
420,Plot  Area,1,TC Palaya,2,1200.0,2.0,0.0,60.0
421,Super built-up  Area,1,Budigere,3,1991.0,4.0,2.0,103.0
422,Super built-up  Area,0,Bommasandra,2,1060.0,2.0,1.0,26.5
423,Super built-up  Area,1,Ambalipura,2,1105.0,2.0,1.0,75.0
424,Built-up  Area,1,Hoodi,2,985.0,2.0,2.0,67.0
425,Plot  Area,1,Chandapura,6,1533.0,5.0,3.0,85.0
426,Super built-up  Area,0,Balagere,3,1590.0,3.0,2.0,79.0
427,Super built-up  Area,1,CV Raman Nagar,2,1120.0,2.0,2.0,55.0
428,Super built-up  Area,1,others,2,1069.0,2.0,1.0,55.0
429,Super built-up  Area,1,Marathahalli,3,1933.0,3.0,2.0,140.0
430,Built-up  Area,0,Hosur Road,2,1194.0,2.0,0.0,69.0
431,Super built-up  Area,1,Brookefield,2,1150.0,2.0,3.0,69.0
432,Super built-up  Area,1,others,2,1240.0,2.0,2.0,47.12
433,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1419.0,2.0,2.0,48.1
436,Super built-up  Area,1,others,3,1450.0,3.0,2.0,55.0
437,Super built-up  Area,0,others,3,1630.0,3.0,2.0,68.29
438,Super built-up  Area,1,others,2,708.0,1.0,1.0,40.0
439,Plot  Area,1,Kasavanhalli,3,1000.0,4.0,3.0,110.0
440,Plot  Area,1,Whitefield,4,11890.0,4.0,3.0,700.0
441,Super built-up  Area,1,Bellandur,2,1250.0,2.0,1.0,76.0
442,Super built-up  Area,1,7th Phase JP Nagar,3,1400.0,2.0,1.0,95.0
443,Super built-up  Area,1,Sarjapur  Road,3,1670.0,2.0,3.0,57.0
444,Super built-up  Area,1,others,3,1750.0,3.0,2.0,100.0
445,Super built-up  Area,1,Vittasandra,2,1404.0,2.0,1.0,71.0
446,Super built-up  Area,1,Hoodi,3,1715.0,2.0,2.0,95.0
447,Built-up  Area,0,Electronic City,1,630.0,1.0,1.0,34.65
448,Super built-up  Area,1,Harlur,3,1752.12,3.0,2.0,135.0
449,Super built-up  Area,1,Hulimavu,3,1650.0,3.0,2.0,78.0
450,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1295.0,2.0,1.0,55.47
451,Plot  Area,1,others,3,1800.0,3.0,2.0,252.0
452,Super built-up  Area,0,Sarjapur  Road,2,1346.0,2.0,1.0,74.03
453,Plot  Area,1,others,4,1200.0,4.0,2.0,200.0
454,Super built-up  Area,1,Hormavu,2,1150.0,2.0,2.0,55.0
455,Built-up  Area,1,others,4,3309.0,4.0,3.0,325.0
456,Super built-up  Area,0,Chandapura,3,1190.0,2.0,2.0,30.35
457,Super built-up  Area,1,others,3,1620.0,3.0,2.0,98.0
458,Super built-up  Area,0,Marathahalli,2,950.0,2.0,1.0,46.96
459,Super built-up  Area,1,others,11,5000.0,9.0,3.0,360.0
460,Super built-up  Area,1,Harlur,3,2450.0,3.0,0.0,120.0
461,Super built-up  Area,0,Electronic City Phase II,3,1220.0,2.0,1.0,35.23
462,Super built-up  Area,1,others,2,850.0,2.0,1.0,30.0
463,Built-up  Area,1,Padmanabhanagar,2,1020.0,2.0,2.0,63.0
464,Built-up  Area,1,Chikkalasandra,2,1100.0,2.0,2.0,50.0
465,Super built-up  Area,1,others,2,1150.0,2.0,2.0,126.0
466,Super built-up  Area,0,Hebbal,3,1760.0,2.0,2.0,130.0
467,Super built-up  Area,1,Ambalipura,3,1800.0,3.0,3.0,110.0
468,Super built-up  Area,1,Akshaya Nagar,2,1070.0,2.0,1.0,54.0
469,Plot  Area,1,others,4,1500.0,4.0,2.0,220.0
470,Plot  Area,1,Vidyaranyapura,2,1440.0,2.0,0.0,95.0
471,Super built-up  Area,1,others,2,900.0,2.0,1.0,40.0
472,Built-up  Area,1,others,4,1200.0,4.0,1.0,230.0
473,Super built-up  Area,0,Whitefield,2,1130.0,2.0,1.0,42.16
474,Super built-up  Area,1,Koramangala,2,1320.0,2.0,1.0,165.0
475,Super built-up  Area,0,others,2,1270.0,2.0,1.0,98.0
476,Built-up  Area,1,others,2,1200.0,2.0,1.0,62.0
478,Super built-up  Area,1,others,2,1200.0,2.0,1.0,74.0
479,Super built-up  Area,1,Subramanyapura,2,929.0,2.0,0.0,50.17
480,Built-up  Area,1,others,4,1150.0,4.0,2.0,260.0
481,Plot  Area,1,Basavangudi,4,1125.0,4.0,3.0,180.0
482,Plot  Area,1,others,5,500.0,3.0,2.0,65.0
483,Plot  Area,1,others,5,1200.0,5.0,2.0,190.0
484,Super built-up  Area,1,others,3,1464.0,3.0,2.0,56.0
485,Super built-up  Area,1,7th Phase JP Nagar,4,3600.0,4.0,3.0,400.0
486,Plot  Area,1,others,4,2000.0,4.0,2.0,99.0
487,Super built-up  Area,1,Chikkalasandra,2,1208.0,2.0,1.0,49.0
488,Super built-up  Area,1,Hebbal Kempapura,2,1130.0,2.0,2.0,60.0
489,Super built-up  Area,1,others,3,1753.0,3.0,2.0,120.0
490,Super built-up  Area,1,Old Madras Road,5,4500.0,7.0,3.0,337.0
491,Plot  Area,1,others,3,600.0,3.0,2.0,58.0
492,Super built-up  Area,0,Hoodi,2,1196.0,2.0,2.0,94.42
493,Built-up  Area,1,5th Phase JP Nagar,2,1150.0,3.0,3.0,52.5
494,Super built-up  Area,0,Electronic City,2,1128.0,2.0,1.0,63.0
495,Super built-up  Area,1,others,2,1000.0,2.0,1.0,53.0
496,Super built-up  Area,1,Yelahanka,2,1035.0,2.0,1.0,45.0
497,Built-up  Area,1,others,2,950.0,2.0,1.0,32.0
498,Super built-up  Area,1,Bisuvanahalli,3,1075.0,2.0,1.0,36.0
499,Super built-up  Area,1,Whitefield,2,1040.0,2.0,1.0,48.5
500,Plot  Area,0,others,2,720.0,2.0,1.0,45.0
501,Super built-up  Area,1,others,3,1511.0,3.0,1.0,95.0
502,Built-up  Area,1,others,3,1300.0,3.0,1.0,58.0
503,Super built-up  Area,0,Hoodi,3,1545.0,3.0,1.0,68.75
504,Built-up  Area,1,others,1,375.0,2.0,0.0,26.0
505,Super built-up  Area,1,Vidyaranyapura,2,1062.0,2.0,3.0,38.0
506,Super built-up  Area,1,others,2,1115.0,2.0,1.0,40.0
507,Super built-up  Area,1,JP Nagar,2,1000.0,2.0,1.0,35.0
508,Super built-up  Area,0,others,2,883.0,2.0,1.0,45.0
509,Super built-up  Area,0,Sarjapur  Road,2,1195.0,2.0,1.0,70.0
510,Plot  Area,1,others,4,1200.0,3.0,1.0,165.0
511,Built-up  Area,1,others,1,700.0,1.0,0.0,41.0
512,Super built-up  Area,1,Vittasandra,2,1246.0,2.0,1.0,67.0
513,Plot  Area,1,8th Phase JP Nagar,4,660.0,4.0,2.0,90.0
514,Plot  Area,1,others,4,8500.0,4.0,2.0,145.0
515,Super built-up  Area,1,others,4,1600.0,4.0,1.0,80.0
516,Super built-up  Area,0,Haralur Road,4,2805.0,5.0,3.0,154.0
518,Plot  Area,1,others,4,3000.0,5.0,1.0,275.0
519,Built-up  Area,1,Hosur Road,3,1175.0,2.0,2.0,48.0
520,Built-up  Area,0,others,3,1595.0,3.0,2.0,115.0
521,Super built-up  Area,1,others,2,1353.0,2.0,2.0,110.0
522,Super built-up  Area,0,Electronic City,3,1599.0,3.0,2.0,125.0
523,Super built-up  Area,1,Whitefield,2,1150.0,2.0,1.0,70.0
524,Super built-up  Area,0,Jakkur,4,5230.0,6.0,1.0,465.0
525,Super built-up  Area,1,KR Puram,2,1155.0,2.0,2.0,42.74
526,Built-up  Area,1,others,1,1200.0,2.0,0.0,85.0
527,Super built-up  Area,0,Electronic City Phase II,2,1000.0,2.0,1.0,25.0
529,Built-up  Area,1,others,3,1867.0,3.0,1.0,160.0
530,Super built-up  Area,0,Ramagondanahalli,2,1251.0,2.0,1.0,47.0
531,Super built-up  Area,0,others,2,1028.0,2.0,1.0,45.5
532,Super built-up  Area,1,others,2,1222.0,2.0,2.0,45.0
533,Super built-up  Area,1,Bannerghatta Road,3,1170.0,2.0,1.0,66.0
534,Super built-up  Area,1,Hebbal,3,2400.0,4.0,1.0,245.0
535,Super built-up  Area,1,others,3,1385.0,2.0,2.0,48.48
536,Super built-up  Area,1,HSR Layout,2,1372.0,2.0,1.0,68.0
537,Super built-up  Area,1,others,3,1282.0,2.0,2.0,49.0
538,Super built-up  Area,1,others,9,5000.0,9.0,3.0,210.0
539,Built-up  Area,1,others,5,3000.0,3.0,1.0,528.0
540,Super built-up  Area,1,Kanakpura Road,2,1135.0,2.0,1.0,39.73
541,Built-up  Area,0,Whitefield,3,1768.0,3.0,2.0,101.0
542,Built-up  Area,1,others,3,1325.0,2.0,1.0,90.0
543,Super built-up  Area,0,Electronic City,3,1599.0,3.0,2.0,99.0
544,Plot  Area,0,Whitefield,3,1500.0,3.0,1.0,61.95
545,Plot  Area,1,others,3,2610.0,3.0,0.0,499.0
546,Super built-up  Area,1,Uttarahalli,2,1286.0,2.0,2.0,63.0
547,Built-up  Area,1,others,5,2845.0,5.0,1.0,140.0
549,Super built-up  Area,0,Hennur Road,2,1317.5,2.0,0.0,63.77
550,Super built-up  Area,1,Hebbal,3,3450.0,5.0,2.0,260.0
551,Super built-up  Area,0,others,2,1102.0,2.0,2.0,53.67
552,Super built-up  Area,1,Yelahanka,2,1350.0,2.0,2.0,54.0
553,Super built-up  Area,1,Banashankari,3,1200.0,2.0,2.0,42.0
554,Plot  Area,1,Hosa Road,6,1300.0,6.0,0.0,145.0
555,Plot  Area,1,others,2,1800.0,1.0,1.0,80.0
556,Built-up  Area,1,others,2,950.0,2.0,1.0,40.0
557,Super built-up  Area,0,Kanakpura Road,1,525.0,1.0,1.0,27.25
558,Built-up  Area,1,Attibele,2,656.0,2.0,1.0,25.0
559,Plot  Area,1,Marathahalli,4,1780.0,4.0,3.0,175.0
560,Super built-up  Area,1,others,2,1056.0,2.0,1.0,80.0
561,Super built-up  Area,0,Bannerghatta Road,1,595.0,1.0,1.0,33.32
562,Built-up  Area,1,others,2,1080.0,2.0,2.0,50.0
563,Super built-up  Area,0,7th Phase JP Nagar,3,2225.0,3.0,1.0,160.0
564,Super built-up  Area,0,Bommasandra,2,1126.0,2.0,1.0,28.15
565,Super built-up  Area,1,Electronics City Phase 1,3,1490.0,3.0,1.0,84.0
566,Plot  Area,1,others,4,2000.0,4.0,1.0,300.0
567,Super built-up  Area,1,Sarjapur  Road,3,1550.0,3.0,3.0,100.0
568,Super built-up  Area,1,others,3,1600.0,3.0,2.0,86.0
569,Built-up  Area,1,others,2,1160.0,2.0,1.0,55.0
570,Built-up  Area,1,Whitefield,4,4144.0,4.0,3.0,315.0
571,Super built-up  Area,1,Sarjapur  Road,3,2100.0,3.0,2.0,125.0
572,Super built-up  Area,1,Vittasandra,2,1404.0,2.0,1.0,69.3
573,Plot  Area,1,Sarjapur  Road,4,2230.0,4.0,3.0,225.0
575,Super built-up  Area,0,others,3,1305.0,2.0,1.0,58.7
576,Super built-up  Area,1,Marathahalli,2,1230.0,2.0,2.0,80.0
577,Plot  Area,1,others,2,1200.0,2.0,0.0,65.0
578,Super built-up  Area,1,Harlur,3,1460.0,3.0,1.0,73.0
580,Built-up  Area,1,Gottigere,2,967.0,2.0,3.0,45.0
581,Built-up  Area,1,others,1,540.0,1.0,1.0,36.0
582,Super built-up  Area,0,Hormavu,1,715.0,1.0,2.0,46.0
583,Super built-up  Area,1,Whitefield,3,2500.0,3.0,2.0,313.0
584,Super built-up  Area,1,others,3,1578.0,3.0,1.0,180.0
585,Super built-up  Area,1,Mysore Road,2,1020.0,2.0,1.0,48.95
586,Super built-up  Area,1,Jigani,2,1020.0,2.0,1.0,40.0
587,Super built-up  Area,1,Koramangala,2,1253.0,2.0,1.0,102.0
588,Super built-up  Area,1,others,2,1180.0,2.0,2.0,42.0
589,Super built-up  Area,1,others,2,961.0,2.0,2.0,38.0
590,Built-up  Area,1,Kanakapura,3,1419.0,3.0,3.0,75.0
591,Super built-up  Area,1,Harlur,3,1709.0,3.0,2.0,150.0
592,Plot  Area,1,others,2,1600.0,2.0,0.0,115.0
593,Super built-up  Area,0,others,1,416.0,1.0,1.0,18.5
594,Carpet  Area,1,others,2,1100.0,2.0,2.0,98.0
595,Super built-up  Area,1,HSR Layout,3,1430.0,2.0,1.0,65.0
596,Super built-up  Area,1,others,2,1260.0,2.0,2.0,45.0
597,Built-up  Area,1,others,3,1630.0,3.0,2.0,85.0
598,Super built-up  Area,0,Sarjapur  Road,3,1249.0,3.0,2.0,44.71
599,Super built-up  Area,1,Kalena Agrahara,3,1450.0,2.0,3.0,85.0
600,Super built-up  Area,0,others,3,2791.0,3.0,1.0,223.0
601,Super built-up  Area,1,others,1,600.0,1.0,0.0,90.0
602,Built-up  Area,1,others,1,834.0,1.0,1.0,60.0
603,Plot  Area,1,others,3,1125.0,4.0,1.0,70.0
604,Super built-up  Area,1,others,3,2060.0,3.0,2.0,140.0
605,Super built-up  Area,0,Malleshwaram,7,12000.0,7.0,3.0,2200.0
606,Built-up  Area,1,Gottigere,2,891.0,2.0,1.0,25.0
607,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1133.0,2.0,1.0,49.07
608,Built-up  Area,1,Bisuvanahalli,3,1075.0,2.0,1.0,37.0
609,Super built-up  Area,0,others,4,3000.0,5.0,2.0,260.0
610,Plot  Area,1,Brookefield,4,2440.0,5.0,2.0,425.0
611,Built-up  Area,1,Vidyaranyapura,2,1200.0,2.0,2.0,55.0
612,Super built-up  Area,1,Thanisandra,2,1075.0,2.0,2.0,45.8
613,Super built-up  Area,1,Kaggadasapura,2,1140.0,2.0,2.0,40.0
614,Plot  Area,1,others,5,940.0,4.0,2.0,150.0
615,Plot  Area,1,others,6,2160.0,5.0,1.0,250.0
616,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1090.0,2.0,1.0,42.0
617,Built-up  Area,1,R.T. Nagar,4,1500.0,4.0,1.0,70.0
618,Super built-up  Area,1,Whitefield,4,4104.0,4.0,2.0,360.0
620,Super built-up  Area,0,Hebbal,3,1920.0,3.0,2.0,134.0
621,Built-up  Area,1,others,2,1374.0,2.0,2.0,95.0
622,Carpet  Area,1,Bannerghatta Road,3,1445.0,3.0,2.0,95.0
623,Super built-up  Area,0,Kanakapura,1,711.0,1.0,1.0,36.0
624,Super built-up  Area,1,Tumkur Road,3,1500.0,3.0,3.0,95.0
625,Super built-up  Area,1,Whitefield,3,1720.0,3.0,3.0,100.0
626,Super built-up  Area,1,others,3,1400.0,3.0,2.0,60.0
627,Built-up  Area,1,Kundalahalli,2,1030.0,2.0,2.0,49.0
628,Super built-up  Area,1,Mysore Road,2,1200.0,2.0,1.0,85.0
629,Carpet  Area,0,others,3,1375.0,3.0,2.0,70.0
631,Super built-up  Area,1,Jalahalli,3,2250.0,3.0,2.0,160.0
632,Super built-up  Area,1,Bellandur,2,1000.0,2.0,2.0,50.0
633,Super built-up  Area,1,others,1,469.0,1.0,0.0,25.0
634,Super built-up  Area,1,Marathahalli,4,3800.0,4.0,3.0,250.0
635,Super built-up  Area,1,others,2,883.0,2.0,1.0,29.0
636,Super built-up  Area,1,others,3,1820.0,2.0,3.0,86.0
637,Built-up  Area,1,others,3,1440.0,2.0,3.0,65.0
638,Super built-up  Area,1,others,6,3600.0,4.0,1.0,160.0
639,Built-up  Area,1,Malleshwaram,4,2500.0,5.0,2.0,325.0
640,Super built-up  Area,0,Mahadevpura,2,1225.0,2.0,2.0,48.0
641,Plot  Area,1,others,3,4000.0,3.0,1.0,660.0
642,Carpet  Area,1,Chikkalasandra,2,875.0,2.0,3.0,52.8
643,Super built-up  Area,1,others,1,750.0,1.0,2.0,40.0
644,Super built-up  Area,1,others,2,1180.0,2.0,3.0,80.0
645,Super built-up  Area,1,Haralur Road,2,1194.0,2.0,2.0,47.0
646,Super built-up  Area,1,Hennur Road,3,1500.0,2.0,2.0,62.0
647,Super built-up  Area,1,others,2,1160.0,2.0,2.0,52.2
649,Super built-up  Area,1,Hosakerehalli,3,2378.0,3.0,1.0,262.0
650,Super built-up  Area,1,Sarjapur,2,1128.0,2.0,1.0,60.0
651,Super built-up  Area,1,Hebbal,3,1500.0,3.0,1.0,150.0
652,Built-up  Area,0,others,3,1220.0,2.0,1.0,35.23
653,Super built-up  Area,1,Sarjapur  Road,2,1210.0,2.0,2.0,58.0
654,Super built-up  Area,0,Kanakpura Road,3,1100.0,2.0,1.0,58.0
655,Super built-up  Area,1,Bommasandra,3,1200.0,3.0,2.0,46.0
657,Super built-up  Area,1,others,3,1641.0,3.0,2.0,66.0
658,Super built-up  Area,1,Horamavu Agara,2,1200.0,2.0,1.0,45.0
659,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1260.0,2.0,1.0,67.39
660,Super built-up  Area,1,Mahadevpura,3,1720.0,3.0,3.0,78.0
661,Super built-up  Area,1,Yelahanka,2,1132.5,2.0,0.0,48.13
662,Super built-up  Area,1,Yelahanka,2,1210.0,2.0,1.0,45.98
663,Built-up  Area,1,Indira Nagar,4,2200.0,4.0,2.0,200.0
664,Super built-up  Area,1,Bisuvanahalli,3,1075.0,2.0,1.0,45.0
665,Built-up  Area,1,Thanisandra,3,1702.0,3.0,2.0,130.0
666,Super built-up  Area,1,others,2,1630.0,2.0,2.0,200.0
667,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1141.0,2.0,2.0,38.55
668,Super built-up  Area,0,others,3,2072.0,3.0,2.0,108.0
670,Built-up  Area,1,others,3,1200.0,2.0,0.0,70.0
671,Super built-up  Area,1,others,3,1350.0,3.0,0.0,77.0
672,Built-up  Area,0,others,4,4046.0,4.0,0.0,445.0
673,Super built-up  Area,0,others,3,1180.0,2.0,2.0,78.34
674,Built-up  Area,1,Yelahanka,3,35000.0,3.0,3.0,130.0
675,Super built-up  Area,1,others,2,1355.0,2.0,2.0,115.0
676,Plot  Area,1,others,1,600.0,1.0,0.0,50.0
678,Super built-up  Area,1,Bannerghatta Road,3,1640.0,2.0,1.0,120.0
679,Plot  Area,1,others,5,1200.0,5.0,0.0,100.0
680,Super built-up  Area,1,Kodichikkanahalli,3,1190.0,2.0,2.0,57.0
681,Plot  Area,1,others,4,2400.0,4.0,2.0,375.0
682,Super built-up  Area,1,Marathahalli,2,1019.0,2.0,2.0,49.85
683,Super built-up  Area,1,others,3,1875.0,3.0,2.0,165.0
684,Super built-up  Area,0,Akshaya Nagar,3,1250.0,3.0,2.0,40.0
685,Plot  Area,1,Brookefield,3,1200.0,3.0,2.0,140.0
686,Super built-up  Area,1,Whitefield,2,1140.0,2.0,1.0,56.0
687,Super built-up  Area,1,others,3,1683.0,3.0,1.0,109.0
689,Super built-up  Area,0,Hoodi,4,2118.0,4.0,2.0,111.0
690,Built-up  Area,1,Bannerghatta Road,4,1380.0,3.0,0.0,58.0
691,Super built-up  Area,1,others,2,1083.0,2.0,2.0,61.75
692,Plot  Area,1,others,2,600.0,2.0,1.0,55.0
693,Built-up  Area,1,others,3,2300.0,3.0,3.0,120.0
694,Super built-up  Area,1,others,2,1240.0,2.0,2.0,60.0
695,Super built-up  Area,1,others,3,1750.0,3.0,1.0,120.0
697,Plot  Area,0,others,3,1500.0,3.0,1.0,139.0
698,Super built-up  Area,1,others,2,985.0,2.0,1.0,40.39
699,Plot  Area,1,others,3,1500.0,2.0,1.0,87.0
700,Built-up  Area,0,Electronic City,2,1125.0,2.0,1.0,32.49
701,Built-up  Area,1,others,2,950.0,2.0,1.0,44.0
703,Super built-up  Area,1,Kothanur,3,1580.0,3.0,3.0,76.0
704,Plot  Area,1,others,3,1092.0,2.0,1.0,98.5
705,Built-up  Area,0,Electronic City Phase II,2,1090.0,2.0,1.0,28.34
706,Built-up  Area,0,Hennur Road,3,2264.0,3.0,1.0,159.0
707,Super built-up  Area,0,others,3,1033.0,2.0,2.0,25.53
708,Super built-up  Area,0,Kammasandra,2,810.0,2.0,2.0,24.5
709,Super built-up  Area,1,others,2,1045.0,2.0,0.0,45.0
710,Super built-up  Area,0,Hebbal,2,1337.0,2.0,1.0,82.0
711,Super built-up  Area,1,Chandapura,2,1200.0,2.0,2.0,32.0
712,Super built-up  Area,1,Koramangala,3,1580.0,3.0,2.0,160.0
713,Super built-up  Area,1,Begur Road,3,1500.0,2.0,3.0,54.0
714,Super built-up  Area,0,Whitefield,3,1640.0,4.0,2.0,91.0
715,Super built-up  Area,1,others,3,1570.0,3.0,2.0,62.0
716,Super built-up  Area,1,Gubbalala,3,1470.0,2.0,2.0,82.0
717,Super built-up  Area,1,Kengeri,2,1160.0,2.0,2.0,40.61
718,Built-up  Area,1,7th Phase JP Nagar,2,1050.0,2.0,1.0,71.0
719,Super built-up  Area,0,others,3,1855.0,3.0,1.0,225.0
720,Super built-up  Area,1,Bannerghatta Road,3,1460.0,2.0,1.0,90.0
721,Built-up  Area,1,Hulimavu,3,1823.0,3.0,2.0,100.0
722,Super built-up  Area,1,Electronic City,2,1094.0,2.0,2.0,42.0
723,Super built-up  Area,1,Budigere,2,1153.0,2.0,2.0,57.0
724,Built-up  Area,1,others,3,1325.0,3.0,1.0,57.0
725,Plot  Area,1,others,4,1200.0,3.0,2.0,85.0
726,Built-up  Area,1,Jakkur,3,1590.0,2.0,2.0,125.0
727,Plot  Area,1,others,5,1210.0,4.0,2.0,160.0
728,Plot  Area,1,Raja Rajeshwari Nagar,4,1200.0,4.0,0.0,220.0
729,Super built-up  Area,1,others,2,1202.0,2.0,1.0,48.0
730,Built-up  Area,1,Haralur Road,2,1202.0,2.0,1.0,53.0
731,Super built-up  Area,1,others,2,1200.0,2.0,3.0,62.5
732,Super built-up  Area,0,Panathur,3,1688.0,3.0,1.0,118.0
733,Built-up  Area,1,others,2,1020.0,2.0,1.0,52.0
734,Super built-up  Area,1,Sarjapur,2,1185.0,2.0,2.0,47.0
735,Super built-up  Area,0,Ramagondanahalli,2,1235.0,2.0,1.0,52.04
736,Super built-up  Area,1,Hosakerehalli,4,3205.0,5.0,1.0,500.0
737,Super built-up  Area,1,Banashankari,2,1077.0,2.0,2.0,37.64
738,Super built-up  Area,1,Kengeri Satellite Town,3,1415.0,2.0,3.0,66.0
739,Super built-up  Area,0,others,3,2330.0,3.0,2.0,162.0
740,Super built-up  Area,1,Whitefield,2,805.0,2.0,2.0,35.0
741,Built-up  Area,1,others,1,425.0,1.0,0.0,20.03
742,Super built-up  Area,1,Whitefield,2,1155.0,2.0,3.0,59.95
743,Super built-up  Area,1,others,4,5270.0,4.0,3.0,1250.0
744,Super built-up  Area,1,Anekal,2,656.0,2.0,1.0,22.0
745,Built-up  Area,1,others,2,1100.0,2.0,0.0,48.0
746,Super built-up  Area,1,Mahadevpura,2,1150.0,2.0,3.0,52.0
747,Plot  Area,1,others,1,600.0,1.0,1.0,60.0
748,Super built-up  Area,1,others,2,1468.0,2.0,1.0,140.0
749,Plot  Area,1,others,4,4300.0,5.0,2.0,550.0
750,Super built-up  Area,0,Whitefield,3,2280.0,4.0,2.0,126.0
751,Super built-up  Area,1,Hegde Nagar,2,1341.0,2.0,1.0,97.0
752,Super built-up  Area,1,Jakkur,2,1279.0,2.0,1.0,77.0
753,Super built-up  Area,0,Electronic City Phase II,4,2225.0,4.0,0.0,98.88
754,Super built-up  Area,1,Thanisandra,2,1185.0,2.0,2.0,43.51
755,Super built-up  Area,1,others,3,1750.0,3.0,2.0,85.0
756,Super built-up  Area,1,Kudlu,2,1152.0,2.0,1.0,53.5
757,Plot  Area,1,others,5,1000.0,4.0,1.0,160.0
758,Super built-up  Area,1,Hulimavu,2,1300.0,2.0,3.0,36.0
759,Plot  Area,0,others,4,2760.0,4.0,2.0,155.0
760,Super built-up  Area,0,5th Phase JP Nagar,2,1070.0,2.0,2.0,39.0
761,Super built-up  Area,1,Uttarahalli,2,1101.0,2.0,0.0,45.0
762,Super built-up  Area,1,others,2,775.0,2.0,1.0,55.0
763,Super built-up  Area,1,Yeshwanthpur,1,667.0,1.0,1.0,36.85
764,Super built-up  Area,1,Electronic City,2,1070.0,2.0,1.0,55.0
765,Built-up  Area,1,Old Airport Road,3,1875.0,2.0,2.0,110.0
766,Super built-up  Area,1,Kundalahalli,2,735.0,2.0,1.0,57.99
767,Plot  Area,1,Sarjapur,5,4360.0,4.0,1.0,90.0
768,Super built-up  Area,1,Koramangala,3,1750.0,3.0,2.0,130.0
769,Super built-up  Area,1,Marathahalli,2,1215.0,2.0,1.0,67.0
770,Plot  Area,1,others,9,600.0,9.0,3.0,190.0
771,Super built-up  Area,1,others,2,820.0,2.0,1.0,30.0
772,Super built-up  Area,0,others,2,1177.5,2.0,0.0,59.935
773,Super built-up  Area,1,others,3,1779.0,3.0,2.0,89.61
774,Built-up  Area,1,others,2,1105.0,2.0,2.0,58.0
776,Super built-up  Area,1,Whitefield,3,1650.0,3.0,2.0,60.0
777,Super built-up  Area,1,Jalahalli,2,1694.0,2.0,2.0,150.0
778,Super built-up  Area,1,Hosakerehalli,3,2376.0,3.0,1.0,203.0
779,Super built-up  Area,1,others,3,1975.0,3.0,3.0,150.0
780,Super built-up  Area,1,Kammasandra,2,674.0,2.0,1.0,33.0
781,Super built-up  Area,1,Kaggadasapura,2,1185.0,2.0,1.0,41.0
782,Super built-up  Area,1,Thanisandra,1,445.0,1.0,0.0,28.0
784,Super built-up  Area,1,HSR Layout,3,1475.0,3.0,2.0,75.0
785,Super built-up  Area,1,Gottigere,3,1618.0,3.0,3.0,82.5
786,Super built-up  Area,1,Koramangala,2,1120.0,2.0,0.0,65.0
787,Super built-up  Area,1,Marathahalli,4,2181.0,3.0,2.0,152.0
788,Plot  Area,1,Vidyaranyapura,4,1200.0,4.0,0.0,90.0
789,Plot  Area,1,others,6,600.0,4.0,3.0,65.0
790,Super built-up  Area,0,Bannerghatta Road,3,1556.0,2.0,1.0,59.13
791,Super built-up  Area,0,Bannerghatta Road,2,1179.0,2.0,1.0,66.02
792,Super built-up  Area,1,Thanisandra,2,1296.0,2.0,2.0,83.0
