,availability,size,total_sqft,bath,balcony,price,area_type_n,location_n
564,0,2,1126.0,2.0,1.0,28.15,3,21
565,1,3,1490.0,3.0,1.0,84.0,3,34
566,1,4,2000.0,4.0,1.0,300.0,2,112
567,1,3,1550.0,3.0,3.0,100.0,3,95
568,1,3,1600.0,3.0,2.0,86.0,3,112
569,1,2,1160.0,2.0,1.0,55.0,0,112
570,1,4,4144.0,4.0,3.0,315.0,0,108
571,1,3,2100.0,3.0,2.0,125.0,3,95
572,1,2,1404.0,2.0,1.0,69.3,3,107
573,1,4,2230.0,4.0,3.0,225.0,2,95
575,0,3,1305.0,2.0,1.0,58.7,3,112
576,1,2,1230.0,2.0,2.0,80.0,3,80
577,1,2,1200.0,2.0,0.0,65.0,2,112
578,1,3,1460.0,3.0,1.0,73.0,3,41
580,1,2,967.0,2.0,3.0,45.0,0,36
581,1,1,540.0,1.0,1.0,36.0,0,112
582,0,1,715.0,1.0,2.0,46.0,3,49
583,1,3,2500.0,3.0,2.0,313.0,3,108
584,1,3,1578.0,3.0,1.0,180.0,3,112
585,1,2,1020.0,2.0,1.0,48.95,3,81
586,1,2,1020.0,2.0,1.0,40.0,3,58
587,1,2,1253.0,2.0,1.0,102.0,3,70
588,1,2,1180.0,2.0,2.0,42.0,3,112
589,1,2,961.0,2.0,2.0,38.0,3,112
590,1,3,1419.0,3.0,3.0,75.0,0,64
591,1,3,1709.0,3.0,2.0,150.0,3,41
592,1,2,1600.0,2.0,0.0,115.0,2,112
593,0,1,416.0,1.0,1.0,18.5,3,112
594,1,2,1100.0,2.0,2.0,98.0,1,112
595,1,3,1430.0,2.0,1.0,65.0,3,39
596,1,2,1260.0,2.0,2.0,45.0,3,112
597,1,3,1630.0,3.0,2.0,85.0,0,112
598,0,3,1249.0,3.0,2.0,44.71,3,95
599,1,3,1450.0,2.0,3.0,85.0,3,62
600,0,3,2791.0,3.0,1.0,223.0,3,112
601,1,1,600.0,1.0,0.0,90.0,3,112
602,1,1,834.0,1.0,1.0,60.0,0,112
603,1,3,1125.0,4.0,1.0,70.0,2,112
604,1,3,2060.0,3.0,2.0,140.0,3,112
606,1,2,891.0,2.0,1.0,25.0,0,36
607,1,2,1133.0,2.0,1.0,49.07,3,89
608,1,3,1075.0,2.0,1.0,37.0,0,19
609,0,4,3000.0,5.0,2.0,260.0,3,112
610,1,4,2440.0,5.0,2.0,425.0,2,23
611,1,2,1200.0,2.0,2.0,55.0,0,105
612,1,2,1075.0,2.0,2.0,45.8,3,100
613,1,2,1140.0,2.0,2.0,40.0,3,61
614,1,5,940.0,4.0,2.0,150.0,2,112
615,1,6,2160.0,5.0,1.0,250.0,2,112
616,1,2,1090.0,2.0,1.0,42.0,3,89
617,1,4,1500.0,4.0,1.0,70.0,0,87
618,1,4,4104.0,4.0,2.0,360.0,3,108
620,0,3,1920.0,3.0,2.0,134.0,3,42
621,1,2,1374.0,2.0,2.0,95.0,0,112
622,1,3,1445.0,3.0,2.0,95.0,1,14
623,0,1,711.0,1.0,1.0,36.0,3,64
624,1,3,1500.0,3.0,3.0,95.0,3,102
625,1,3,1720.0,3.0,3.0,100.0,3,108
626,1,3,1400.0,3.0,2.0,60.0,3,112
627,1,2,1030.0,2.0,2.0,49.0,0,76
628,1,2,1200.0,2.0,1.0,85.0,3,81
629,0,3,1375.0,3.0,2.0,70.0,1,112
631,1,3,2250.0,3.0,2.0,160.0,3,57
632,1,2,1000.0,2.0,2.0,50.0,3,17
633,1,1,469.0,1.0,0.0,25.0,3,112
634,1,4,3800.0,4.0,3.0,250.0,3,80
635,1,2,883.0,2.0,1.0,29.0,3,112
636,1,3,1820.0,2.0,3.0,86.0,3,112
637,1,3,1440.0,2.0,3.0,65.0,0,112
638,1,6,3600.0,4.0,1.0,160.0,3,112
639,1,4,2500.0,5.0,2.0,325.0,0,79
640,0,2,1225.0,2.0,2.0,48.0,3,78
642,1,2,875.0,2.0,3.0,52.8,1,28
643,1,1,750.0,1.0,2.0,40.0,3,112
644,1,2,1180.0,2.0,3.0,80.0,3,112
645,1,2,1194.0,2.0,2.0,47.0,3,40
646,1,3,1500.0,2.0,2.0,62.0,3,46
647,1,2,1160.0,2.0,2.0,52.2,3,112
649,1,3,2378.0,3.0,1.0,262.0,3,51
650,1,2,1128.0,2.0,1.0,60.0,3,94
651,1,3,1500.0,3.0,1.0,150.0,3,42
652,0,3,1220.0,2.0,1.0,35.23,0,112
653,1,2,1210.0,2.0,2.0,58.0,3,95
654,0,3,1100.0,2.0,1.0,58.0,3,65
655,1,3,1200.0,3.0,2.0,46.0,3,21
657,1,3,1641.0,3.0,2.0,66.0,3,112
658,1,2,1200.0,2.0,1.0,45.0,3,48
659,1,2,1260.0,2.0,1.0,67.39,3,89
660,1,3,1720.0,3.0,3.0,78.0,3,78
661,1,2,1132.5,2.0,0.0,48.13,3,109
662,1,2,1210.0,2.0,1.0,45.98,3,109
663,1,4,2200.0,4.0,2.0,200.0,0,54
664,1,3,1075.0,2.0,1.0,45.0,3,19
665,1,3,1702.0,3.0,2.0,130.0,0,100
666,1,2,1630.0,2.0,2.0,200.0,3,112
667,1,2,1141.0,2.0,2.0,38.55,3,89
668,0,3,2072.0,3.0,2.0,108.0,3,112
670,1,3,1200.0,2.0,0.0,70.0,0,112
671,1,3,1350.0,3.0,0.0,77.0,3,112
672,0,4,4046.0,4.0,0.0,445.0,0,112
673,0,3,1180.0,2.0,2.0,78.34,3,112
675,1,2,1355.0,2.0,2.0,115.0,3,112
676,1,1,600.0,1.0,0.0,50.0,2,112
678,1,3,1640.0,2.0,1.0,120.0,3,14
679,1,5,1200.0,5.0,0.0,100.0,2,112
680,1,3,1190.0,2.0,2.0,57.0,3,69
681,1,4,2400.0,4.0,2.0,375.0,2,112
682,1,2,1019.0,2.0,2.0,49.85,3,80
683,1,3,1875.0,3.0,2.0,165.0,3,112
684,0,3,1250.0,3.0,2.0,40.0,3,4
685,1,3,1200.0,3.0,2.0,140.0,2,23
686,1,2,1140.0,2.0,1.0,56.0,3,108
687,1,3,1683.0,3.0,1.0,109.0,3,112
689,0,4,2118.0,4.0,2.0,111.0,3,47
690,1,4,1380.0,3.0,0.0,58.0,0,14
691,1,2,1083.0,2.0,2.0,61.75,3,112
692,1,2,600.0,2.0,1.0,55.0,2,112
693,1,3,2300.0,3.0,3.0,120.0,0,112
694,1,2,1240.0,2.0,2.0,60.0,3,112
695,1,3,1750.0,3.0,1.0,120.0,3,112
697,0,3,1500.0,3.0,1.0,139.0,2,112
698,1,2,985.0,2.0,1.0,40.39,3,112
699,1,3,1500.0,2.0,1.0,87.0,2,112
700,0,2,1125.0,2.0,1.0,32.49,0,32
701,1,2,950.0,2.0,1.0,44.0,0,112
703,1,3,1580.0,3.0,3.0,76.0,3,72
704,1,3,1092.0,2.0,1.0,98.5,2,112
705,0,2,1090.0,2.0,1.0,28.34,0,33
706,0,3,2264.0,3.0,1.0,159.0,0,46
707,0,3,1033.0,2.0,2.0,25.53,3,112
708,0,2,810.0,2.0,2.0,24.5,3,63
709,1,2,1045.0,2.0,0.0,45.0,3,112
710,0,2,1337.0,2.0,1.0,82.0,3,42
711,1,2,1200.0,2.0,2.0,32.0,3,26
712,1,3,1580.0,3.0,2.0,160.0,3,70
713,1,3,1500.0,2.0,3.0,54.0,3,16
714,0,3,1640.0,4.0,2.0,91.0,3,108
715,1,3,1570.0,3.0,2.0,62.0,3,112
716,1,3,1470.0,2.0,2.0,82.0,3,38
717,1,2,1160.0,2.0,2.0,40.61,3,67
718,1,2,1050.0,2.0,1.0,71.0,0,1
719,0,3,1855.0,3.0,1.0,225.0,3,112
720,1,3,1460.0,2.0,1.0,90.0,3,14
721,1,3,1823.0,3.0,2.0,100.0,0,53
722,1,2,1094.0,2.0,2.0,42.0,3,32
723,1,2,1153.0,2.0,2.0,57.0,3,24
724,1,3,1325.0,3.0,1.0,57.0,0,112
725,1,4,1200.0,3.0,2.0,85.0,2,112
726,1,3,1590.0,2.0,2.0,125.0,0,56
727,1,5,1210.0,4.0,2.0,160.0,2,112
728,1,4,1200.0,4.0,0.0,220.0,2,89
729,1,2,1202.0,2.0,1.0,48.0,3,112
730,1,2,1202.0,2.0,1.0,53.0,0,40
731,1,2,1200.0,2.0,3.0,62.5,3,112
732,0,3,1688.0,3.0,1.0,118.0,3,86
733,1,2,1020.0,2.0,1.0,52.0,0,112
734,1,2,1185.0,2.0,2.0,47.0,3,94
735,0,2,1235.0,2.0,1.0,52.04,3,91
736,1,4,3205.0,5.0,1.0,500.0,3,51
737,1,2,1077.0,2.0,2.0,37.64,3,13
738,1,3,1415.0,2.0,3.0,66.0,3,68
739,0,3,2330.0,3.0,2.0,162.0,3,112
740,1,2,805.0,2.0,2.0,35.0,3,108
741,1,1,425.0,1.0,0.0,20.03,0,112
742,1,2,1155.0,2.0,3.0,59.95,3,108
744,1,2,656.0,2.0,1.0,22.0,3,9
745,1,2,1100.0,2.0,0.0,48.0,0,112
746,1,2,1150.0,2.0,3.0,52.0,3,78
747,1,1,600.0,1.0,1.0,60.0,2,112
748,1,2,1468.0,2.0,1.0,140.0,3,112
749,1,4,4300.0,5.0,2.0,550.0,2,112
750,0,3,2280.0,4.0,2.0,126.0,3,108
751,1,2,1341.0,2.0,1.0,97.0,3,44
752,1,2,1279.0,2.0,1.0,77.0,3,56
753,0,4,2225.0,4.0,0.0,98.88,3,33
754,1,2,1185.0,2.0,2.0,43.51,3,100
755,1,3,1750.0,3.0,2.0,85.0,3,112
756,1,2,1152.0,2.0,1.0,53.5,3,73
757,1,5,1000.0,4.0,1.0,160.0,2,112
758,1,2,1300.0,2.0,3.0,36.0,3,53
759,0,4,2760.0,4.0,2.0,155.0,2,112
760,0,2,1070.0,2.0,2.0,39.0,3,0
761,1,2,1101.0,2.0,0.0,45.0,3,103
762,1,2,775.0,2.0,1.0,55.0,3,112
763,1,1,667.0,1.0,1.0,36.85,3,111
764,1,2,1070.0,2.0,1.0,55.0,3,32
765,1,3,1875.0,2.0,2.0,110.0,0,83
766,1,2,735.0,2.0,1.0,57.99,3,76
767,1,5,4360.0,4.0,1.0,90.0,2,94
768,1,3,1750.0,3.0,2.0,130.0,3,70
769,1,2,1215.0,2.0,1.0,67.0,3,80
771,1,2,820.0,2.0,1.0,30.0,3,112
772,0,2,1177.5,2.0,0.0,59.935,3,112
773,1,3,1779.0,3.0,2.0,89.61,3,112
774,1,2,1105.0,2.0,2.0,58.0,0,112
776,1,3,1650.0,3.0,2.0,60.0,3,108
777,1,2,1694.0,2.0,2.0,150.0,3,57
778,1,3,2376.0,3.0,1.0,203.0,3,51
779,1,3,1975.0,3.0,3.0,150.0,3,112
780,1,2,674.0,2.0,1.0,33.0,3,63
781,1,2,1185.0,2.0,1.0,41.0,3,61
782,1,1,445.0,1.0,0.0,28.0,3,100
784,1,3,1475.0,3.0,2.0,75.0,3,39
785,1,3,1618.0,3.0,3.0,82.5,3,36
786,1,2,1120.0,2.0,0.0,65.0,3,70
787,1,4,2181.0,3.0,2.0,152.0,3,80
788,1,4,1200.0,4.0,0.0,90.0,2,105
790,0,3,1556.0,2.0,1.0,59.13,3,14
791,0,2,1179.0,2.0,1.0,66.02,3,14
792,1,2,1296.0,2.0,2.0,83.0,3,100
793,1,2,1275.0,2.0,2.0,52.0,0,61
794,1,7,1875.0,2.0,2.0,300.0,0,112
795,1,3,1400.0,2.0,2.0,77.0,3,112
796,1,2,1222.0,2.0,1.0,63.0,3,36
797,1,2,940.0,2.0,1.0,41.0,3,32
798,1,2,1185.0,2.0,2.0,42.6,3,100
799,1,3,1779.0,3.0,2.0,112.0,3,102
800,1,3,1615.0,3.0,2.0,59.76,3,16
802,1,2,1056.0,2.0,1.0,61.0,3,40
803,1,2,1100.0,2.0,0.0,46.0,3,1
804,1,2,920.0,2.0,1.0,40.0,0,112
805,1,3,1602.0,2.0,0.0,75.0,3,112
806,1,2,1176.0,2.0,0.0,62.0,0,85
807,1,4,675.0,3.0,1.0,59.0,2,112
808,1,3,1352.0,3.0,0.0,135.0,3,112
809,1,3,1717.0,3.0,3.0,99.0,0,66
811,0,4,2119.0,4.0,3.0,111.0,3,18
812,1,2,1246.0,2.0,1.0,67.3,3,107
813,0,2,1141.0,2.0,1.0,42.79,3,7
814,1,2,1157.0,2.0,1.0,84.0,0,46
815,0,2,1025.0,2.0,2.0,27.68,3,26
816,1,1,650.0,1.0,2.0,33.0,0,110
817,1,2,1349.0,2.0,1.0,98.0,3,42
818,1,3,1566.0,3.0,1.0,83.3,3,112
819,1,4,2830.0,3.0,3.0,195.0,3,93
820,0,3,1320.0,2.0,1.0,38.13,0,32
821,0,3,1780.0,3.0,1.0,84.83,3,112
822,1,2,1091.0,2.0,1.0,34.9,3,104
823,1,4,3670.0,4.0,3.0,300.0,3,88
824,1,2,918.0,2.0,1.0,50.49,0,1
825,0,4,1950.0,4.0,0.0,130.0,3,111
826,1,3,1695.0,3.0,1.0,90.0,3,86
827,1,3,1705.0,3.0,2.0,95.0,3,109
828,1,3,1375.0,3.0,2.0,75.0,0,112
829,0,1,525.0,1.0,1.0,30.0,3,65
830,0,2,1447.0,2.0,1.0,83.0,0,108
831,1,2,1114.0,2.0,1.0,39.0,3,100
832,1,3,1450.0,2.0,1.0,100.0,3,1
833,1,2,460.0,1.0,0.0,15.0,3,112
834,1,2,1022.0,2.0,2.0,40.0,0,112
835,1,2,1000.0,2.0,2.0,45.0,0,42
836,0,2,1128.0,2.0,1.0,68.75,3,32
837,0,2,1180.0,2.0,2.0,57.0,3,65
838,1,6,1000.0,6.0,1.0,69.0,0,98
839,1,2,1200.0,2.0,1.0,150.0,2,82
840,1,3,3761.0,3.0,2.0,660.0,3,112
841,1,2,1339.0,2.0,3.0,75.0,3,65
842,1,3,1400.0,2.0,3.0,55.0,3,112
843,1,2,1040.0,2.0,1.0,39.52,3,1
844,1,2,1198.0,2.0,2.0,58.0,3,60
846,1,3,1691.0,3.0,2.0,113.0,3,95
847,1,3,1075.0,3.0,2.0,36.0,3,19
848,0,3,1630.0,3.0,2.0,194.0,3,112
849,0,3,1240.0,3.0,2.0,43.5,3,2
850,0,2,1122.5,2.0,0.0,58.935,3,14
851,1,3,1665.0,3.0,2.0,86.58,3,112
853,1,2,1142.0,2.0,2.0,70.0,0,23
854,1,3,1976.0,3.0,1.0,184.0,3,112
856,1,3,1853.0,3.0,2.0,82.0,3,71
858,1,2,1567.0,2.0,2.0,92.0,3,112
859,1,2,1090.0,2.0,1.0,27.24,3,99
860,1,6,1200.0,4.0,2.0,125.0,2,89
861,1,4,2400.0,4.0,1.0,640.0,2,112
862,1,2,1175.0,2.0,2.0,51.47,3,34
863,1,2,1200.0,2.0,2.0,52.0,0,97
864,1,2,995.0,2.0,1.0,41.0,0,69
865,1,2,884.0,2.0,1.0,41.1,3,112
866,1,5,900.0,3.0,2.0,80.0,2,112
867,1,2,1170.0,2.0,2.0,57.0,0,111
868,1,2,1225.0,2.0,1.0,46.55,3,59
869,0,2,1342.0,2.0,1.0,73.3,3,32
870,0,2,1345.0,2.0,1.0,67.0,0,103
871,1,3,1320.0,3.0,0.0,65.0,0,112
873,1,2,1140.0,2.0,1.0,49.39,3,89
874,1,2,1300.0,2.0,1.0,50.0,3,112
875,1,3,1652.0,3.0,2.0,85.0,3,50
876,1,3,2072.0,4.0,2.0,142.0,3,101
878,1,3,1360.0,2.0,1.0,71.0,3,32
879,1,3,1145.0,2.0,2.0,60.0,3,52
880,1,3,1540.0,2.0,0.0,40.0,0,103
881,1,2,1278.0,2.0,2.0,95.0,3,95
882,0,1,630.0,1.0,1.0,40.0,3,33
883,0,3,1100.0,3.0,2.0,58.0,3,65
884,1,3,1200.0,3.0,0.0,95.0,2,112
885,1,7,2500.0,6.0,2.0,115.0,0,112
886,0,1,582.5,1.0,0.0,15.135,3,26
887,0,2,1015.0,2.0,2.0,25.88,3,26
888,1,5,3300.0,5.0,2.0,240.0,0,52
889,1,5,4500.0,5.0,1.0,415.0,2,112
890,1,3,1356.0,2.0,3.0,66.0,3,112
891,1,2,823.0,2.0,1.0,28.0,3,112
892,1,3,1200.0,2.0,0.0,66.0,2,98
893,1,2,1050.0,2.0,0.0,37.0,0,92
894,1,2,1180.0,2.0,1.0,69.0,3,112
895,1,2,1116.0,2.0,3.0,51.91,3,108
896,1,2,1070.0,2.0,1.0,42.79,3,1
897,0,2,1385.0,2.0,3.0,80.0,3,104
898,1,1,1000.0,1.0,1.0,70.0,2,104
899,0,3,1897.0,3.0,2.0,130.0,0,108
900,0,2,1005.0,2.0,1.0,55.78,3,112
901,1,3,1575.0,3.0,2.0,125.0,3,37
902,1,2,975.0,2.0,1.0,65.0,3,97
903,1,3,1904.0,3.0,2.0,120.0,3,46
904,1,1,930.0,1.0,1.0,30.0,3,68
905,0,1,525.0,1.0,1.0,26.0,3,65
906,1,1,686.0,1.0,1.0,17.0,3,112
907,1,2,2400.0,3.0,1.0,150.0,2,33
908,1,2,1410.0,1.0,0.0,233.0,2,112
909,0,3,2238.0,3.0,1.0,140.0,0,95
910,1,2,1174.0,2.0,1.0,69.0,3,41
911,1,4,3800.0,4.0,3.0,239.0,0,112
912,1,3,2225.0,2.0,1.0,125.0,3,108
913,1,2,1250.0,2.0,0.0,200.0,3,112
914,1,2,918.0,2.0,2.0,52.0,3,58
915,1,2,1250.0,2.0,3.0,52.0,3,78
917,1,2,1170.0,2.0,3.0,53.0,0,80
919,1,2,793.0,2.0,1.0,45.0,0,14
920,1,3,1710.0,3.0,2.0,107.0,3,56
921,1,3,1082.0,2.0,1.0,57.5,3,112
922,0,2,1001.0,2.0,2.0,33.03,3,112
924,1,3,1590.0,2.0,1.0,54.0,3,109
925,1,3,2400.0,2.0,0.0,80.0,3,112
926,1,3,1554.0,3.0,2.0,55.0,3,112
927,0,2,1142.5,2.0,0.0,43.415,3,100
928,1,5,4239.0,5.0,2.0,423.0,3,17
929,1,2,884.0,1.0,0.0,58.0,0,112
930,0,2,1045.0,2.0,1.0,98.89,3,50
931,1,2,1019.0,2.0,2.0,49.86,3,80
932,1,3,1935.0,4.0,2.0,130.0,3,6
933,1,3,1135.0,2.0,2.0,39.73,3,103
934,1,3,1680.0,3.0,2.0,150.0,3,77
935,0,4,2470.0,5.0,2.0,247.0,3,42
936,1,4,2825.0,4.0,3.0,250.0,3,112
937,1,3,2480.0,3.0,1.0,330.0,3,51
939,1,5,1800.0,4.0,3.0,187.0,2,92
940,1,3,1799.0,3.0,3.0,90.0,0,66
942,1,1,400.0,1.0,1.0,11.0,0,10
943,0,2,1047.0,2.0,1.0,82.0,0,76
944,1,2,1282.0,2.0,2.0,87.0,3,112
945,1,2,1020.0,2.0,1.0,45.9,3,112
946,1,4,1080.0,3.0,1.0,155.0,2,112
947,1,2,1495.0,2.0,1.0,79.5,3,108
948,1,4,3260.0,4.0,1.0,240.0,0,66
949,0,3,1611.0,2.0,2.0,64.44,3,112
950,1,4,3500.0,5.0,2.0,425.0,3,70
951,1,3,1500.0,2.0,2.0,95.0,0,112
952,1,3,1500.0,2.0,2.0,95.0,3,93
954,1,3,1540.0,3.0,0.0,50.0,3,103
955,0,3,1639.0,3.0,1.0,80.0,3,50
957,1,2,1303.0,2.0,2.0,55.79,3,89
958,1,2,1005.0,1.0,1.0,110.0,3,70
959,1,1,657.5,1.0,0.0,18.41,3,63
960,0,3,1305.0,3.0,1.0,33.28,3,26
961,1,3,600.0,4.0,0.0,95.0,2,71
962,1,2,1300.0,1.0,1.0,115.0,3,112
963,1,3,1440.0,2.0,3.0,68.0,3,23
964,0,2,901.0,2.0,1.0,35.14,3,112
965,1,3,1725.0,3.0,3.0,200.0,3,90
966,1,3,900.0,2.0,1.0,42.0,0,94
967,1,2,1060.0,2.0,1.0,55.0,3,112
968,1,2,1020.0,2.0,1.0,48.45,3,112
969,0,3,1535.0,3.0,2.0,65.99,3,104
970,1,1,530.0,1.0,1.0,20.0,0,112
972,1,2,1350.0,2.0,3.0,80.0,3,112
973,1,2,1115.0,2.0,2.0,50.0,3,95
974,1,2,1175.0,2.0,2.0,47.0,3,103
975,1,2,1113.0,2.0,1.0,62.0,0,108
976,1,6,1200.0,4.0,2.0,225.0,2,103
977,1,5,1640.0,4.0,3.0,240.0,2,92
978,1,2,650.0,2.0,0.0,42.0,0,112
979,1,2,1325.0,2.0,2.0,71.55,3,80
980,1,2,950.0,2.0,3.0,31.0,0,34
981,0,3,1396.0,2.0,1.0,86.51,3,56
982,1,2,1050.0,2.0,2.0,52.07,3,88
983,1,3,1825.0,3.0,2.0,100.0,3,100
984,1,2,1190.0,2.0,1.0,49.98,3,1
985,1,2,1220.0,2.0,1.0,56.5,3,80
986,1,3,1565.0,2.0,2.0,75.0,3,112
987,1,3,1891.0,3.0,1.0,109.0,3,46
988,1,2,900.0,2.0,0.0,27.0,0,112
989,0,2,1161.0,2.0,1.0,55.15,3,50
990,1,1,649.5,1.0,0.0,17.535,3,94
991,1,8,2400.0,6.0,3.0,125.0,2,112
993,1,1,665.0,1.0,1.0,36.85,3,111
994,0,2,1175.0,2.0,1.0,73.5,3,81
995,1,2,1425.0,2.0,2.0,80.0,0,47
997,0,3,1200.0,3.0,1.0,56.12,2,112
998,1,2,1255.0,2.0,2.0,67.0,0,96
999,1,3,2112.95,4.0,2.0,145.0,3,44
1000,1,1,600.0,1.0,1.0,22.0,3,89
1001,0,3,1810.0,3.0,2.0,100.0,3,40
1002,1,2,1200.0,2.0,2.0,93.0,3,54
1003,1,2,1033.0,2.0,2.0,49.0,3,41
1004,1,3,1548.0,3.0,2.0,89.5,3,112
1005,0,3,1611.0,3.0,3.0,66.0,3,112
1006,0,3,1400.0,2.0,1.0,40.43,0,33
1007,1,3,1485.0,2.0,2.0,67.0,3,105
1008,1,2,2400.0,2.0,1.0,82.0,0,112
1009,1,2,1025.0,2.0,1.0,44.5,3,112
1010,1,4,600.0,3.0,2.0,65.0,2,112
1012,1,2,1256.0,2.0,1.0,62.8,0,0
1013,1,4,2268.0,3.0,2.0,163.0,3,108
1014,0,3,1100.0,3.0,2.0,53.0,3,65
1015,1,2,1141.0,2.0,0.0,62.0,3,112
1016,1,1,400.0,1.0,1.0,12.0,0,10
1017,1,2,1400.0,2.0,0.0,60.0,2,26
1021,1,2,1175.0,2.0,2.0,48.27,3,112
1022,1,2,1100.0,2.0,1.0,56.0,3,93
1023,1,3,1843.0,3.0,2.0,95.84,3,65
1024,1,8,1200.0,7.0,2.0,240.0,2,112
1025,0,2,1460.0,2.0,1.0,80.5,3,112
1026,1,3,1530.0,2.0,2.0,74.5,3,88
1027,1,2,1467.0,2.0,1.0,55.0,0,39
1028,1,1,950.0,1.0,1.0,40.0,3,112
1029,1,2,1246.0,2.0,1.0,64.5,3,107
1030,0,1,711.0,1.0,1.0,38.0,3,64
1031,1,2,1194.0,2.0,2.0,46.0,3,40
1032,1,3,1358.0,2.0,1.0,43.4,3,112
1033,1,6,1500.0,5.0,1.0,130.0,1,112
1034,1,2,1420.0,2.0,2.0,75.0,3,47
1035,1,3,1250.0,2.0,1.0,68.75,3,112
1037,1,2,1209.0,2.0,1.0,50.0,3,112
1038,1,5,4200.0,5.0,2.0,225.0,0,112
1039,1,4,1215.0,4.0,3.0,205.0,2,112
1040,1,3,1315.0,2.0,1.0,54.8,3,86
1041,1,3,1800.0,3.0,3.0,90.0,3,112
1042,1,5,1600.0,4.0,0.0,125.0,0,112
1043,1,3,1600.0,2.0,2.0,65.0,3,98
1044,1,6,3968.0,5.0,2.0,900.0,2,112
1045,1,3,1563.0,3.0,2.0,52.0,3,112
1046,1,3,1560.0,2.0,2.0,72.0,3,108
1049,1,2,1050.0,2.0,2.0,55.5,3,88
1050,1,3,3235.0,3.0,1.0,235.0,3,112
1051,1,3,1200.0,3.0,0.0,66.0,2,98
1052,1,2,1140.0,2.0,2.0,46.0,3,39
1053,1,3,1500.0,3.0,1.0,170.0,2,1
1054,1,3,1560.0,3.0,2.0,75.0,3,48
1055,1,2,1100.0,2.0,2.0,70.0,3,55
1056,1,3,1260.0,2.0,3.0,40.32,3,66
1057,0,2,1036.0,2.0,1.0,50.0,3,42
1058,1,3,1662.0,3.0,3.0,85.1,0,4
1059,1,3,1464.0,2.0,3.0,105.0,3,112
1060,1,2,1234.0,2.0,2.0,80.0,3,109
1061,1,3,1403.0,3.0,1.0,55.0,3,95
1062,1,4,915.0,4.0,1.0,54.9,2,112
1063,1,6,3000.0,8.0,3.0,451.0,2,112
1064,1,3,1150.0,2.0,2.0,42.9,3,112
1065,1,4,3900.0,4.0,2.0,410.0,0,42
1066,1,5,850.0,4.0,2.0,90.0,0,111
1067,0,2,929.0,2.0,1.0,46.0,3,64
1068,1,6,2400.0,8.0,3.0,450.0,2,112
1069,1,3,1350.0,2.0,1.0,75.0,2,98
1070,1,2,1135.0,2.0,1.0,39.73,3,112
1071,1,2,1405.0,2.0,2.0,70.0,0,112
1072,0,2,1200.0,2.0,1.0,45.84,2,108
1073,0,4,2805.0,4.0,3.0,154.0,3,40
1074,1,2,1161.0,2.0,2.0,64.08,3,111
1075,0,2,1290.0,2.0,3.0,74.0,3,65
1076,1,3,2557.0,3.0,2.0,141.0,3,111
1077,1,3,1480.0,3.0,2.0,90.0,0,112
1079,0,3,1350.0,3.0,0.0,54.54,3,84
1080,1,3,1580.0,2.0,2.0,65.0,3,60
1081,0,3,1470.0,2.0,1.0,88.64,3,13
1082,0,1,500.0,1.0,1.0,14.0,3,8
1083,0,2,1346.0,2.0,1.0,61.92,3,95
1084,1,3,1600.0,3.0,3.0,90.0,3,112
1085,1,2,720.0,2.0,1.0,120.0,3,112
1087,1,4,1200.0,4.0,0.0,135.0,2,112
1088,1,2,1200.0,2.0,2.0,35.0,3,112
1089,1,3,1340.0,2.0,2.0,48.33,0,27
1091,1,2,918.0,2.0,2.0,48.0,3,58
1092,1,3,1500.0,3.0,2.0,115.0,2,112
1093,1,2,1315.0,2.0,2.0,85.0,3,109
1095,1,3,1390.0,2.0,2.0,62.55,3,103
1096,1,3,1330.0,2.0,1.0,56.0,3,103
1098,0,3,1824.0,3.0,3.0,125.0,3,112
1099,1,3,1420.0,2.0,2.0,96.0,3,1
1100,1,1,750.0,1.0,0.0,56.25,2,112
1101,1,3,1260.0,2.0,1.0,60.0,3,112
1102,0,3,1561.0,3.0,2.0,95.0,3,46
1104,1,2,1060.0,2.0,2.0,42.0,3,112
1106,0,2,1225.0,2.0,1.0,67.38,3,40
1107,1,3,2144.0,3.0,2.0,135.0,3,100
1108,1,7,1200.0,6.0,2.0,140.0,2,67
1109,1,2,880.0,2.0,2.0,29.0,3,32
1110,0,3,1639.0,3.0,2.0,110.0,3,47
1111,1,3,1240.0,2.0,1.0,62.0,0,100
1112,1,2,1500.0,2.0,2.0,69.0,3,65
1113,1,2,1243.0,2.0,1.0,46.0,3,40
1116,1,3,1082.0,2.0,1.0,56.0,3,112
1117,1,3,1637.0,3.0,3.0,73.0,3,112
1118,1,3,1665.0,3.0,2.0,86.58,3,65
1119,0,2,1265.0,2.0,0.0,56.93,3,32
1120,0,3,1691.0,2.0,2.0,102.0,3,32
1121,1,2,1100.0,2.0,1.0,38.0,3,100
1123,0,3,1500.0,3.0,2.0,62.0,2,112
1124,1,4,3205.0,5.0,1.0,380.0,0,51
1125,1,5,1666.0,4.0,1.0,150.0,0,112
1126,1,2,1115.0,2.0,2.0,50.0,3,112
1127,1,2,1070.0,2.0,1.0,45.0,3,81
1128,1,2,1128.0,2.0,2.0,105.0,3,54
1129,1,2,1162.0,2.0,1.0,57.0,3,24
1130,1,2,1339.0,2.0,2.0,55.0,3,112
1131,1,2,1192.0,2.0,2.0,75.0,3,78
1132,1,3,1920.0,3.0,1.0,115.0,3,40
